index,chembl_id,smiles,ic50,mw
426,CHEMBL4875517,Fc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1,55755,309.38
427,CHEMBL3237534,c1cc(-c2nnc3sc(-c4ccoc4)nn23)ccn1,36200,269.29
428,CHEMBL4171284,Nc1c2c(nc3c1C(c1ccccc1)NC(=S)N3)CCCC2,5680,310.43
429,CHEMBL4160908,COc1ccccc1C1NC(=S)Nc2nc3c(c(N)c21)CCCC3,11700,340.45
430,CHEMBL2425412,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(Br)cc1,68410,400.28
431,CHEMBL3289936,CN(C)c1ccc(/C=C2/CNC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,22650,451.48
432,CHEMBL3335060,O=c1oc2cc(OCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,12100,414.51
433,CHEMBL4541312,Oc1ccc(/C=N/c2ccc(-c3nc4ccccc4o3)cc2)cc1,27000,314.34
434,CHEMBL3818089,COc1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O,76,394.52
435,CHEMBL1952059,Cl.O/N=C/C1=NCCN1Cc1ccc(Cl)cc1Cl,3900,308.6
436,CHEMBL1952064,Cl.O/N=C/C1=NCCCN1Cc1ccc(Cl)cc1Cl,6300,322.62
437,CHEMBL1257131,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@@H]1O.Cl,13680,390.91
438,CHEMBL4061433,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(O)c1.[I-],1100,460.36
439,CHEMBL4294609,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2[nH]1,9880,405.5
440,CHEMBL3237784,Clc1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1Cl,12200,362.25
441,CHEMBL1784957,C[C@@H](Cc1ccccc1)NC(=O)Oc1cccc([C@H](C)N(C)C)c1.Cl,7322,362.9
442,CHEMBL4102718,CCN(CC)CCCCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC,25070,396.53
443,CHEMBL4085283,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCN1CCCC1,14190,380.49
444,CHEMBL3764100,Cc1ccc2c(c1)C1(C(=O)N2)C(C#N)=C(N)N2CCCNC2=C1[N+](=O)[O-],12340,352.35
445,CHEMBL3338993,CN(C)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,17420,337.46
446,CHEMBL3237542,Fc1ccc(OCc2nn3c(-c4ccncc4)nnc3s2)cc1,54090,327.34
447,CHEMBL3237780,Cc1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1,26070,307.38
448,CHEMBL575613,CC1=CC2Cc3nc4ncccc4c(N)c3C(C1)C2,342,251.33
449,CHEMBL190322,CNC(=O)Oc1cccc2c1SCC1CCN(C)C21,10.5,278.38
450,CHEMBL431784,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,6.8,261.32
451,CHEMBL4173258,C#CCN(C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C,1690,353.51
452,CHEMBL553187,CN(CCCCCNc1ccc(-c2ccccc2)nn1)Cc1ccccc1.Cl,340,396.97
453,CHEMBL188274,CNC(=O)Oc1cccc(C(C)N(C)C)c1.Cl,406,258.75
454,CHEMBL371787,CC(NC(=O)Oc1cccc2c1OCC1CCN(C)C21)c1ccccc1,209,352.43
455,CHEMBL464724,Cc1c([C@H](C)[C@@H]2NC[C@@H](C)C[C@H]2O)ccc2c1C[C@H]1[C@H]2CC=C2C[C@@H](O)CC[C@@]21C,19460,409.61
456,CHEMBL1512936,C[C@@H]1CC[C@H]2[C@H](C)[C@H]3CC[C@@]4(O)[C@@H]5CC(=O)[C@H]6CC(=O)CC[C@]6(C)[C@H]5C[C@H]4[C@@H]3CN2C1,270,427.63
457,CHEMBL376434,COc1ccc2[nH]c3c[n+](C)ccc3c2c1,17458.22,213.26
458,CHEMBL366411,COC1C=CC[C@@H]2Oc3ccc(Cl)cc3C(=O)[C@]12C#N,270,289.72
459,CHEMBL187870,CCCCCCCNC(=O)Oc1cccc2c1OCC1CCN(C)C21,1.26,346.47
460,CHEMBL4283770,CN(C)CCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1,9310,323.39
461,CHEMBL4289104,CN(C)CCCOc1cccc(/C=C2\COc3ccccc3C2=O)c1,39300,337.42
462,CHEMBL1773484,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCN3CCOCC3)cc2)cc1,21000,458.6
463,CHEMBL252380,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(F)cc1)CCCC3,12000,379.44
464,CHEMBL3356530,O=C1C=C(NCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21,5.45,397.48
465,CHEMBL3356536,O=C1C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)=CC(=O)c2c(O)cccc21,542,447.92
466,CHEMBL3356538,COc1ccc2nc3c(c(NCCNC4=CC(=O)c5c(O)cccc5C4=O)c2c1)CCCC3,1280,443.5
467,CHEMBL4070462,CC(C)Nc1nc(NCCc2ccccc2)c2ccccc2n1,1600,306.41
468,CHEMBL4099790,COc1ccc(CNc2nc(NC(C)C)nc3ccccc23)cc1OC,29800,352.44
469,CHEMBL4095695,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCN1CCCCC1,2340,380.49
470,CHEMBL4795118,Cc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,4864,278.4
471,CHEMBL2386992,O=C1C=CC(=O)N1c1ccncc1,11020,174.16
472,CHEMBL601889,O=C(NCc1ccccc1)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OCc1ccccc1,52,369.42
473,CHEMBL1770314,CC1(C)C=Cc2c(cc(O)c3c(=O)c4c(oc23)-c2ccc(O)cc2OC(C(C)(C)O)C4)O1,1700,436.46
474,CHEMBL317162,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2Cc1ccccc1,1589.5,351.45
475,CHEMBL3765496,N#CC1=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C([N+](=O)[O-])C12C(=O)Nc1ccccc12,15280,478.51
476,CHEMBL4280947,CN(C)CCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1cc2ccccc2oc1=O,9.5,473.62
477,CHEMBL375077,COc1ccc2c(c1)c1ccnc(C)c1n2C,17400,226.28
478,CHEMBL4075840,O=C(NCC1CCCN(Cc2ccccc2)C1)c1ccc2ccccc2c1,1437,358.49
479,CHEMBL4089230,CN(C)CCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2ccccc2c1,1.03,455.65
480,CHEMBL539051,CCC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2.Cl,79.3,300.83
481,CHEMBL3925400,COc1cccc2c1C=[N+](c1ccccc1I)CC2.[Br-],28900,444.11
482,CHEMBL4086152,CCN(CC)c1ccc(/C=C/c2cc(N3CCN(C)CC3)c3ccccc3[n+]2C)c(O)c1.[I-],1700,558.51
483,CHEMBL219405,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc([N+](=O)[O-])cc1)CCCC3,34400,408.46
484,CHEMBL2163791,O[C@H]1CCN2Cc3ccccc3N=C12,3130,188.23
485,CHEMBL4535585,Oc1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1O,74.8,320.39
486,CHEMBL492098,COc1ccc(C(=O)c2ccc(CN(CCN(C)C)Cc3ccccc3)cc2)cc1OC,33200,432.56
487,CHEMBL187385,CCNC(=O)Oc1cccc2c1OCC1CCN(C)C21,44.41,276.34
488,CHEMBL237874,CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4[C@@H](CC[C@H](NC(=O)C(C)C)[C@@]4(C)CO)C[C@H]3C(=O)C[C@]12C,1440,490.73
489,CHEMBL1952063,Cl.O/N=C/C1=NCCCN1Cc1ccccc1,11000,253.73
490,CHEMBL556939,C[C@]1(CO)CCC[C@]2(C)[C@H]1C[C@H](O)[C@@]13C[C@@H](CC[C@@H]21)[C@]1(C)O[C@@H]13,25000,320.47
491,CHEMBL95375,Cc1cn(C2C=CC(COP3(=O)OCc4ccc5ccccc5c4O3)O2)c(=O)[nH]c1=O,250,442.36
492,CHEMBL95272,COC(=O)CCc1ccc2c(c1)COP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)O2,8800,478.39
493,CHEMBL539045,CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1.Cl,24.8,364.87
494,CHEMBL13206,CN(C)Cc1ccc(CSCCN/C=C(/NCCSCc2ccc(CN(C)C)o2)[N+](=O)[O-])o1,1300,497.69
495,CHEMBL1761993,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCC[n+]1cccc2ccccc21,34000,488.27
496,CHEMBL2163793,CCC1=C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13,3170,336.44
497,CHEMBL3902616,COc1cccc([N+]2=Cc3c(cccc3OC)CC2)c1.[Br-],77300,348.24
498,CHEMBL106348,CN(C)CCNc1cc(NCCSCc2ccc(CN(C)C)o2)c([N+](=O)[O-])cc1[N+](=O)[O-],1400,466.56
499,CHEMBL273051,O=C(CO/N=[N+](\[O-])N1CCCC1)NCCCNc1c2c(nc3ccccc13)CCCC2,15.3,426.52
500,CHEMBL407320,O=[N+]([O-])OCCCNCCCCNc1c2c(nc3ccccc13)CCCC2,9.9,372.47
501,CHEMBL100366,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C=O)C12,1473,351.41
502,CHEMBL490507,COc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1OC,60700,375.47
503,CHEMBL12937,CN(C)Cc1ccc(CSCCCCSCc2ccc(CN(C)C)o2)o1,3100,396.62
504,CHEMBL603913,O=C(NCc1ccccc1)O[C@H]1CO[C@@H]2[C@H](CCCc3ccccc3)CO[C@@H]21,201,381.47
505,CHEMBL106344,CN(C)Cc1ccc(CSCCNc2cc(NCc3ccccn3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,5200,486.55
506,CHEMBL295462,CNC(=O)Oc1ccc2c(c1)c(C)cn2Nc1ccncc1F,190,314.32
507,CHEMBL1784956,C[C@H](Cc1ccccc1)NC(=O)Oc1cccc([C@H](C)N(C)C)c1.Cl,416,362.9
508,CHEMBL1642971,CC(C)(C)c1cc[n+](CC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],20000,458.28
509,CHEMBL340427,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,48000,446.5
510,CHEMBL3972801,CN(C)C(=O)Oc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1,4480,311.34
511,CHEMBL320291,CNc1cc(NCCSCc2ccc(CN(C)C)o2)c([N+](=O)[O-])cc1[N+](=O)[O-],3300,409.47
512,CHEMBL3818689,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1OC,2540,408.54
513,CHEMBL3093794,[Br-].[Br-].c1cc[n+](CCCCCCC[n+]2ccc3ccccc3c2)cc1,1000,466.26
514,CHEMBL1819169,c1ccc2c(NCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,101,367.54
515,CHEMBL2235388,Cc1cc(CN(CCO)Cc2cc(C)n(C)n2)nn1C,68000,277.37
516,CHEMBL321808,CN(C)Cc1ccc(CSCCNc2nnccc2[N+](=O)[O-])o1,10000,337.41
517,CHEMBL1642986,CC(C)(C)c1cc[n+](Cc2cccc(C[n+]3ccc(C(C)(C)C)cc3)c2)cc1.[Br-].[Br-],1900,534.38
518,CHEMBL610339,CCOC(=O)/C=C1\CO[C@@H]2[C@@H](OC(=O)NCc3ccccc3)CO[C@H]12,4800,347.37
519,CHEMBL600013,O=C(NCc1ccccc1)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)NCc1ccccc1,400,412.44
520,CHEMBL2088785,N#Cc1cc(C#N)c(NCCCC2CCN(Cc3ccccc3)CC2)nc1N,6600,374.49
521,CHEMBL2088784,N#Cc1cc(C#N)c(NCCC2CCN(Cc3ccccc3)CC2)nc1N,260,360.47
522,CHEMBL3338957,Clc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)cc1,9820,327.8
523,CHEMBL1642983,CC(C)(C)c1cc[n+](C/C=C/C[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],19000,484.32
524,CHEMBL1914495,C=CC(CBr)Nc1c2c(nc3ccc(OC)cc13)CCCC2,78800,361.28
525,CHEMBL3335049,COc1cccc(CN2CCN(CCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,18400,462.59
526,CHEMBL229105,O=C(OCCCCN1CCC(OCc2ccccc2)CC1)c1ccc(F)cc1,560,385.48
527,CHEMBL3819383,COc1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1OC(C)=O,245,436.55
528,CHEMBL3818250,COc1cc(CCC(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O,286,396.53
529,CHEMBL95465,COC(=O)CCc1cccc2c1OP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)OC2,2700,478.39
530,CHEMBL321605,CN(C)Cc1ccc(CSCCNc2cc(NN)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,5100,410.46
531,CHEMBL1202875,Cl.Cl.O.c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1,1600,464.44
532,CHEMBL188821,[Br-].[Br-].c1cc(C[n+]2ccc(N3CCCCC3)cc2)ccc1C[n+]1ccc(N2CCCCC2)cc1,610,588.43
533,CHEMBL3946448,COc1ccc2[nH]c3c(C(=O)c4ccc(C(F)(F)F)cc4)nccc3c2c1,1420,370.33
534,CHEMBL606050,CCCCNC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)NCCCC,1220,344.41
535,CHEMBL3425894,C[n+]1c(/C=C/c2cc3ccccc3[nH]2)ccc2ccccc21.[I-],2400,412.27
536,CHEMBL4799601,COc1cccc2cc[n+](-c3ccc(C(F)(F)F)cc3)cc12.[Br-],33500,384.19
537,CHEMBL4794030,O=C(Nc1ccccc1)OC1CCN(Cc2ccccc2)CC1,6550,310.4
538,CHEMBL4780895,C#CCN1CCCC(OC(=O)Nc2ccccc2)C1,84500,258.32
539,CHEMBL2419687,N#Cc1cc(C#N)c(NCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,8390,393.92
540,CHEMBL3237778,Clc1cccc(C2=Nn3c(nnc3-c3ccncc3)SC2)c1,39410,327.8
541,CHEMBL4163376,Cc1ccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)cc1,3470,324.45
542,CHEMBL4166300,COc1cc2c(cc1OC)C(=O)/C(=C/C1CCN(Cc3cc(N)c4ccccc4n3)CC1)C2,3690,443.55
543,CHEMBL258893,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC.[Cl-],10340,383.83
544,CHEMBL418917,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,516.3,323.4
545,CHEMBL2414862,C/C(=N\NC(=O)Nc1ccncc1)c1ccc(O)cc1,358,270.29
546,CHEMBL3220801,C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)OCC[N+](C)(C)C)(CC1=O)C2.[I-],30000,531.52
547,CHEMBL4789164,COc1cccc2cc[n+](-c3ccccc3)cc12.[Br-],80300,316.2
548,CHEMBL189906,CNC(=O)Oc1cccc2c1OCC1CCN(C)C21,59.4,262.31
549,CHEMBL3356535,O=C1C(NCCCNc2c3c(nc4ccccc24)CCCC3)=CC(=O)c2c(O)cccc21,14.5,427.5
550,CHEMBL3356953,O=C1C(Cl)=C(NCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21,96.1,431.92
551,CHEMBL261384,O=[N+]([O-])OCCCCCCNCCCNc1c2c(nc3ccccc13)CCCC2,21.7,400.52
552,CHEMBL557181,Cl.O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)OCCO2,4800,401.93
553,CHEMBL4794000,Brc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,1185,343.27
554,CHEMBL4741398,Brc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,758,345.28
555,CHEMBL4078463,CCN(CC)CCCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC,16880,382.5
556,CHEMBL4100338,Cc1cc2nc3c(nc2cc1C)C1(C(C#N)=C(N)N2CC(C)(C)CNC2=C1[N+](=O)[O-])c1ccccc1-3,8800,479.54
557,CHEMBL4086248,COc1ccc(CCNc2nc(NC3CC3)nc3ccccc23)cc1OC,5600,364.45
558,CHEMBL4098421,CNc1nc(NCc2ccc(OC)c(OC)c2)c2ccccc2n1,30500,324.38
559,CHEMBL3338991,CN(C)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,32290,309.41
560,CHEMBL4284591,COc1cc(OC)c2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)oc2c1,6300,450.54
561,CHEMBL4159832,Nc1c2c(nc3c1C(c1ccc(F)cc1)NC(=S)N3)CCCC2,10000,328.42
562,CHEMBL4559112,CN1c2ccc(OC(=O)NCCCCN3CCOCC3)cc2CN2CCc3ccccc3C21,50.6,450.58
563,CHEMBL4439554,Oc1ccc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc1,194,302.38
564,CHEMBL3918773,CCCc1n[nH]c2c1C(c1cccc([N+](=O)[O-])c1)c1c(nc3c(c1N)CCCC3)O2,12,405.46
565,CHEMBL3920448,CCCc1n[nH]c2c1C(c1cc(OC)c(OC)c(OC)c1)c1c(nc3c(c1N)CCCC3)O2,42,450.54
566,CHEMBL4172510,O=C(Nc1ccncc1Br)OCCCCCNCc1ccccc1,5270,392.3
567,CHEMBL2396908,CC(C)(C)OC(=O)NCCNc1nc2ccccc2[nH]1,71920,276.34
568,CHEMBL4469668,CN1c2ccc(OC(=O)NCCN3CCc4ccccc4C3)cc2CN2CCc3ccccc3C21,1737.8,468.6
569,CHEMBL4516376,CN1c2ccc(OC(=O)NCCN3CCOCC3)cc2CN2CCc3ccccc3C21,7772,422.53
570,CHEMBL4175914,COc1ccccc1CNCCCCCCNC(=O)c1cc(Cl)nc(Cl)c1,45500,410.35
571,CHEMBL606885,Cc1cccc2c1OP(=O)(OC[C@H]1C=C[C@@H](n3cnc4c(NC5CC5)nc(N)nc43)C1)OC2,1300,468.45
572,CHEMBL1642985,CC(C)(C)c1cc[n+](Cc2ccccc2C[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],2400,534.38
573,CHEMBL1642984,CC(C)(C)c1cc[n+](C/C=C\C[n+]2ccc(C(C)(C)C)cc2)cc1.[Cl-].[Cl-],4400,395.42
574,CHEMBL1642972,CC(C)(C)c1cc[n+](CCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],53000,472.31
575,CHEMBL389049,O=C(OCCCCN1CCC(OCc2ccccc2)CC1)c1cccc(Cl)c1,1350,401.93
576,CHEMBL389048,O=C(OCCCCN1CCC(OCc2ccccc2)CC1)c1ccc(Cl)cc1,3520,401.93
577,CHEMBL3093800,[Br-].[Br-].c1cc[n+](CCCCCCCC[n+]2cccc3ccccc32)cc1,2000,480.29
578,CHEMBL107673,CN(C)Cc1ccc(CSCCNc2cc(NCc3cccnc3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,6100,486.55
579,CHEMBL104355,CN(C)Cc1ccc(CSCCNc2ccc(F)cc2[N+](=O)[O-])o1,3300,353.42
580,CHEMBL223807,Cc1ccc2c(c1)COP(=O)(OC[C@@H]1C=C[C@H](n3cc(C)c(=O)[nH]c3=O)O1)O2,4600,406.33
581,CHEMBL1642973,CC(C)(C)c1cc[n+](CCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],5500,486.34
582,CHEMBL1642970,CC(C)(C)c1cc[n+](C[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],34000,444.26
583,CHEMBL1376358,CCCCNc1nc2ccccc2[nH]1,61010,189.26
584,CHEMBL543711,Cl.c1ccc(-c2ccc(NCCCCCN3CCc4ccccc4C3)nn2)cc1,310,408.98
585,CHEMBL221156,Cc1cn([C@H]2C=C[C@@H](COP3(=O)OCc4cccc(-c5ccccc5)c4O3)O2)c(=O)[nH]c1=O,350,468.4
586,CHEMBL1761991,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCC[n+]1cccc2ccccc21,13000,460.21
587,CHEMBL2314726,COc1cc2cc(NC(=O)[C@H]3CCC[C@@H](NCc4ccccc4)C3)c(=O)oc2cc1OC,2330,436.51
588,CHEMBL4640168,COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@@H]1[N@](C2)C[C@H]3OC(=O)c1cccc(C)c1,860,449.5
589,CHEMBL1952058,Cl.O/N=C/C1=NCCN1Cc1ccccc1,10000,239.71
590,CHEMBL1952050,CC(C)CC/N=C(/C=N/O)N(C)C.Cl,66000,221.73
591,CHEMBL2064470,CN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)c1ccccc1,211,457.67
592,CHEMBL272229,O=[N+]([O-])OCCNCCCNc1c2c(nc3ccccc13)CCCC2,5.2,344.42
593,CHEMBL272230,O=C(CCO[N+](=O)[O-])NCCCCNc1c2c(nc3ccccc13)CCCC2,15.1,386.45
594,CHEMBL217521,CC12CC3Cc4nc5cc(Cl)ccc5c(N)c4C(C1)C3N2S(C)(=O)=O,9220,377.9
595,CHEMBL2064468,CN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,137,463.71
596,CHEMBL399040,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc(OC)c1)CCCC3,31000,391.47
597,CHEMBL252781,Cc1nc2nc3c(c(N)c2c(-c2ccccc2)c1C(=O)OC(C)C)CCCC3,12000,375.47
598,CHEMBL1917825,C=CCCCNc1c2c(nc3ccc(OC)cc13)CCCC2,1100,296.41
599,CHEMBL374729,COc1ccc2[nH]c3c(C)[n+](C)ccc3c2c1,1200,227.29
600,CHEMBL2112391,Cc1cccc2c1OP(=O)(OC[C@@H]1C[C@@H](F)[C@H](n3cnc4c(N)ncnc43)O1)OC2,1100,435.35
601,CHEMBL3920567,CCN(C)C(=O)Oc1ccccc1C(=O)/C=C/c1ccc(O)cc1,4370,325.36
602,CHEMBL3934261,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1,6080,325.36
603,CHEMBL3985651,CCCc1n[nH]c2c1C(c1ccccc1OC)c1c(nc3c(c1N)CCCC3)O2,18,390.49
604,CHEMBL3929352,CCCc1n[nH]c2c1C(c1ccccc1)c1c(nc3c(c1N)CCCCC3)O2,43,374.49
605,CHEMBL130478,CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)C,200,346.33
606,CHEMBL4583534,FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,3000,348.41
607,CHEMBL75919,CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,23490,337.42
608,CHEMBL3628067,COc1ccc2[nH]cc(CCNC(=O)/C=C/c3cc[n+](Cc4cccc(F)c4)cc3)c2c1.[Br-],1100,510.41
609,CHEMBL4283585,CN(C)CCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2cccnc2c1O,13.8,472.63
610,CHEMBL4288849,CN(C)CCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)/C=C/c1ccc(O)cc1,71,447.62
611,CHEMBL4279606,COc1ccc(C(=O)N(CCN(C)C)CC2CCCN(C3Cc4ccccc4C3)C2)cc1,237,435.61
612,CHEMBL269865,O=C(CO[N+](=O)[O-])NCCCNc1c2c(nc3ccccc13)CCCC2,13.5,358.4
613,CHEMBL270349,CC(C)(CO[N+](=O)[O-])C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2,5.5,400.48
614,CHEMBL260308,O=[N+]([O-])OCCCCCCNCCCCNc1c2c(nc3ccccc13)CCCC2,10.8,414.55
615,CHEMBL4064686,O=C(CC[C@@H](NC(=O)c1ccccc1)C(=O)O)NCCC1CCN(Cc2ccccc2)CC1,82000,451.57
616,CHEMBL252378,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)cc1)CCCCC3,80600,405.5
617,CHEMBL3818512,COc1cccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)c1,980,378.52
618,CHEMBL3818992,O=C(/C=C/c1ccc(O)c(O)c1)NCCC1CCN(Cc2ccccc2)CC1,690,380.49
619,CHEMBL3945872,COc1cc(/C=C/C(=O)Nc2cccc(CN(C)Cc3ccccc3)c2)ccc1O,5890,402.49
620,CHEMBL4563313,c1ccc2[nH]c(SCCSc3nc4ccccc4[nH]3)nc2c1,3026,326.45
621,CHEMBL3919289,O=C1NCCCc2c1c1ccccc1n2CCc1ccc(F)cc1,5000,322.38
622,CHEMBL3628183,COc1ccc2[nH]cc(CCNC(=O)/C=C/c3cc[n+](Cc4ccc(F)cc4)cc3)c2c1.[Br-],710,510.41
623,CHEMBL3763535,O=c1oc2cc(OCCNC3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,1980,432.56
624,CHEMBL2165109,Cc1cccc2c1O[P@](=O)(OC[C@@H]1C=C[C@H](n3cc(C)c(=O)[nH]c3=O)O1)OC2,240,406.33
625,CHEMBL4638758,Cc1ccc2cc(NC(=O)Cn3c(-c4nonc4N)nc4ccccc43)ccc2n1,320,399.41
626,CHEMBL4644410,COc1ccccc1C(=O)O[C@@H]1C[N@@]2Cc3c(cc4c(c3OC)OCO4)[C@@]13C=C[C@H](OC)C[C@H]23,430,465.5
627,CHEMBL110077,CC1=C[C@@H]2Cc3nc4cc(F)ccc4c(N)c3[C@H](C1)C2,197,268.33
628,CHEMBL4214932,O=C(CNCc1ccccc1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,145,348.41
629,CHEMBL4205651,O=C(CNCc1ccccc1F)Nc1ccc2nc3n(c(=O)c2c1)CCC3,108,366.4
630,CHEMBL4458648,S=C(NCc1ccccc1)NNc1c2c(nc3ccccc13)CCCC2,32.6,362.5
631,CHEMBL3927698,CCCc1n[nH]c2c1C(c1ccc(OC)cc1)c1c(nc3c(c1N)CCCC3)O2,6,390.49
632,CHEMBL4754186,O=c1ccoc2ccc(OCCCN3CCCCCC3)cc12,25000,301.39
633,CHEMBL3910513,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccn3)CC1)C2,38600,380.49
634,CHEMBL3944652,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(Cl)n3)CC1)C2,78700,414.93
635,CHEMBL4758638,c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,1574,266.39
636,CHEMBL3338955,COc1ccc(OCc2nn3c(-c4cccnc4)nnc3s2)cc1,55800,339.38
637,CHEMBL3338951,Oc1ccccc1OCc1nn2c(-c3cccnc3)nnc2s1,3020,325.35
638,CHEMBL4078528,CCN(CC)c1ccc(/C=C/c2cc(N3CCOCC3)c3ccccc3[n+]2C)c(O)c1.[I-],2300,545.47
